,compoundA,compoundB,success
18082,1300,0.39,FALSE
18083,900,0.55,FALSE
18084,1000,0.56,FALSE
18085,1000,0.22,FALSE
18086,900,0.34,FALSE
18087,900,0.56,FALSE
18088,1300,0.53,FALSE
18089,1100,0.26,FALSE
18090,1300,0.25,FALSE
18091,500,0.32,FALSE
18092,1000,0.68,FALSE
18093,900,0.53,FALSE
18094,800,0.53,FALSE
18095,900,0.38,FALSE
18096,1400,0.64,FALSE
18097,900,0.45,FALSE
18098,1100,0.28,FALSE
18099,1300,0.46,FALSE
18100,1000,0.5,FALSE
18101,1300,0.26,FALSE
18102,700,0.37,FALSE
18103,1000,0.45,FALSE
18104,900,0.28,FALSE
18105,900,0.31,FALSE
18106,900,0.39,FALSE
18107,1000,0.31,FALSE
18108,1300,0.52,FALSE
18109,1300,0.46,TRUE
18110,900,0.57,FALSE
18111,1300,0.23,FALSE
18112,1300,0.44,FALSE
18113,600,0.18,FALSE
18114,900,0.49,FALSE
18115,1400,0.32,FALSE
18116,900,0.28,FALSE
18117,900,0.21,FALSE
18118,1000,0.59,FALSE
18119,1000,0.38,FALSE
18120,1000,0.4,TRUE
18121,900,0.48,FALSE
18122,1300,0.56,FALSE
18123,1000,0.44,FALSE
18124,1300,0.52,FALSE
18125,1200,0.28,FALSE
18126,900,0.46,FALSE
18127,900,0.7,FALSE
18128,900,0.28,FALSE
18129,900,0.58,FALSE
18130,1300,0.27,FALSE
18131,900,0.44,FALSE
18132,1300,0.25,FALSE
18133,1000,0.3,FALSE
18134,1000,0.31,FALSE
18135,1000,0.44,FALSE
18136,800,0.24,FALSE
18137,1400,0.44,FALSE
18138,900,0.24,FALSE
18139,900,0.27,FALSE
18140,900,0.34,TRUE
18141,900,0.34,FALSE
18142,800,0.33,FALSE
18143,1400,0.49,TRUE
18144,1000,0.2,FALSE
18145,500,0.2,FALSE
18146,700,0.21,FALSE
18147,1300,0.37,FALSE
18148,700,0.37,FALSE
18149,1300,0.35,FALSE
18150,1300,0.55,TRUE
18151,1500,0.43,FALSE
18152,1300,0.35,FALSE
18153,1000,0.25,FALSE
18154,1400,0.28,TRUE
18155,1300,0.58,FALSE
18156,700,0.31,FALSE
18157,1500,0.46,FALSE
18158,900,0.53,TRUE
18159,1000,0.25,FALSE
18160,900,0.54,FALSE
18161,1300,0.24,FALSE
18162,1100,0.45,FALSE
18163,1100,0.5,FALSE
18164,1000,0.34,FALSE
18165,1300,0.3,FALSE
18166,900,0.26,FALSE
18167,1000,0.19,FALSE
18168,900,0.32,FALSE
18169,1100,0.39,FALSE
18170,1000,0.22,FALSE
18171,1000,0.32,FALSE
18172,900,0.24,FALSE
18173,900,0.41,FALSE
18174,900,0.3,FALSE
18175,900,0.44,FALSE
18176,900,0.31,FALSE
18177,1300,0.65,FALSE
18178,900,0.21,FALSE
18179,900,0.47,FALSE
18180,900,0.26,FALSE
18181,900,0.46,FALSE
18182,900,0.38,FALSE
18183,900,0.53,TRUE
18184,600,0.38,FALSE
18185,1000,0.36,FALSE
18186,1200,0.25,FALSE
18187,1000,0.18,FALSE
18188,1100,0.31,FALSE
18189,1300,0.42,TRUE
18190,1300,0.27,FALSE
18191,900,0.52,FALSE
18192,1000,0.19,FALSE
18193,900,0.68,FALSE
18194,900,0.41,FALSE
18195,1300,0.42,FALSE
18196,1000,0.58,FALSE
18197,900,0.27,FALSE
18198,900,0.25,FALSE
18199,1200,0.41,FALSE
18200,900,0.51,FALSE
18201,900,0.64,FALSE
18202,900,0.42,FALSE
18203,600,0.3,FALSE
18204,1000,0.38,FALSE
18205,900,0.46,FALSE
18206,900,0.62,FALSE
18207,1000,0.42,FALSE
18208,500,0.31,FALSE
18209,900,0.49,FALSE
18210,900,0.21,FALSE
18211,500,0.4,FALSE
18212,1000,0.23,FALSE
18213,1000,0.23,FALSE
18214,1000,0.35,FALSE
18215,900,0.49,FALSE
18216,900,0.58,TRUE
18217,900,0.32,FALSE
18218,1300,0.39,FALSE
18219,1100,0.29,FALSE
18220,500,0.17,FALSE
18221,900,0.33,FALSE
18222,900,0.27,FALSE
18223,900,0.54,FALSE
18224,900,0.27,FALSE
18225,1100,0.55,FALSE
18226,1400,0.36,TRUE
18227,1000,0.41,TRUE
18228,900,0.42,FALSE
18229,1400,0.43,FALSE
18230,1000,0.23,FALSE
18231,900,0.44,FALSE
18232,900,0.51,FALSE
18233,1300,0.28,FALSE
18234,1000,0.39,FALSE
18235,1100,0.37,FALSE
18236,1000,0.34,FALSE
18237,900,0.25,FALSE
18238,900,0.39,FALSE
18239,1000,0.47,FALSE
18240,900,0.51,TRUE
18241,900,0.24,FALSE
18242,500,0.35,FALSE
18243,900,0.52,FALSE
18244,1300,0.48,FALSE
18245,900,0.3,FALSE
18246,600,0.29,FALSE
18247,900,0.49,FALSE
18248,1000,0.2,FALSE
18249,900,0.53,FALSE
18250,900,0.33,FALSE
18251,800,0.53,TRUE
18252,1000,0.26,FALSE
18253,900,0.5,FALSE
18254,900,0.27,FALSE
18255,1300,0.5,FALSE
18256,900,0.33,FALSE
18257,1000,0.33,FALSE
18258,400,0.48,FALSE
18259,900,0.46,FALSE
18260,1400,0.29,FALSE
18261,1100,0.21,FALSE
18262,1300,0.36,FALSE
18263,1400,0.43,FALSE
18264,300,0.57,FALSE
18265,900,0.48,FALSE
18266,1100,0.21,FALSE
18267,1200,0.52,FALSE
18268,1000,0.5,FALSE
18269,1300,0.36,FALSE
18270,700,0.22,FALSE
18271,1200,0.28,FALSE
18272,1000,0.28,FALSE
18273,900,0.41,FALSE
18274,900,0.3,FALSE
18275,1000,0.27,FALSE
18276,900,0.24,FALSE
18277,900,0.47,FALSE
18278,900,0.46,FALSE
18279,1300,0.54,FALSE
18280,900,0.37,FALSE
18281,1300,0.42,FALSE
18282,700,0.17,FALSE
18283,1000,0.61,TRUE
18284,1000,0.3,FALSE
18285,1200,0.36,FALSE
18286,1000,0.54,FALSE
18287,1300,0.45,FALSE
18288,900,0.31,FALSE
18289,900,0.53,FALSE
18290,1200,0.35,FALSE
18291,1300,0.42,FALSE
18292,900,0.34,FALSE
18293,1000,0.22,FALSE
18294,900,0.26,FALSE
18295,900,0.57,FALSE
18296,1000,0.46,FALSE
18297,700,0.29,FALSE
18298,600,0.51,FALSE
18299,1000,0.61,FALSE
18300,1300,0.44,TRUE
18301,1000,0.34,FALSE
18302,1000,0.62,FALSE
18303,1000,0.24,FALSE
18304,900,0.6,FALSE
18305,1300,0.3,FALSE
18306,1300,0.4,FALSE
18307,900,0.46,FALSE
18308,1000,0.62,FALSE
18309,1000,0.43,FALSE
18310,800,0.33,FALSE
18311,900,0.3,TRUE
18312,900,0.45,FALSE
18313,1000,0.2,FALSE
18314,900,0.29,FALSE
18315,600,0.28,FALSE
18316,1200,0.24,FALSE
18317,1000,0.22,FALSE
18318,1300,0.28,FALSE
18319,900,0.4,FALSE
18320,900,0.57,TRUE
18321,900,0.47,FALSE
18322,1400,0.25,FALSE
18323,900,0.18,FALSE
18324,900,0.34,FALSE
18325,900,0.41,FALSE
18326,900,0.55,FALSE
18327,600,0.19,FALSE
18328,1300,0.36,FALSE
18329,1400,0.41,TRUE
18330,1200,0.39,FALSE
18331,600,0.2,FALSE
18332,900,0.52,FALSE
18333,900,0.2,FALSE
18334,1300,0.3,FALSE
18335,200,0.59,FALSE
18336,900,0.39,FALSE
18337,900,0.45,FALSE
18338,1400,0.49,FALSE
18339,1000,0.57,FALSE
18340,700,0.54,FALSE
18341,900,0.2,FALSE
18342,900,0.25,FALSE
18343,1000,0.57,FALSE
18344,1000,0.43,FALSE
18345,900,0.54,TRUE
18346,1300,0.25,FALSE
18347,900,0.38,FALSE
18348,900,0.38,FALSE
18349,600,0.55,FALSE
18350,1300,0.25,FALSE
18351,900,0.36,FALSE
18352,1000,0.33,FALSE
18353,1000,0.33,TRUE
18354,1000,0.3,FALSE
18355,1000,0.26,FALSE
18356,1000,0.27,FALSE
18357,900,0.26,FALSE
18358,1200,0.3,FALSE
18359,1400,0.29,FALSE
18360,500,0.52,FALSE
18361,900,0.36,FALSE
18362,1300,0.28,FALSE
18363,1100,0.3,FALSE
18364,1500,0.33,FALSE
18365,1000,0.49,FALSE
18366,800,0.5,FALSE
18367,900,0.47,FALSE
18368,1200,0.42,FALSE
18369,1300,0.4,FALSE
18370,900,0.38,FALSE
18371,600,0.48,FALSE
18372,1000,0.27,FALSE
18373,1300,0.22,FALSE
18374,900,0.58,TRUE
18375,900,0.22,FALSE
18376,1000,0.28,FALSE
18377,1300,0.31,FALSE
18378,900,0.46,FALSE
18379,1000,0.48,FALSE
18380,900,0.51,FALSE
18381,900,0.53,FALSE
18382,1300,0.43,FALSE
18383,1200,0.31,FALSE
18384,1000,0.22,FALSE
18385,1000,0.62,TRUE
18386,900,0.47,FALSE
18387,1000,0.39,FALSE
18388,900,0.19,FALSE
18389,900,0.2,FALSE
18390,1300,0.35,FALSE
18391,900,0.46,FALSE
18392,1200,0.39,TRUE
18393,1300,0.24,FALSE
18394,900,0.26,FALSE
18395,800,0.32,FALSE
18396,1000,0.34,FALSE
18397,900,0.18,FALSE
18398,900,0.37,FALSE
18399,900,0.61,FALSE
18400,1200,0.34,FALSE
18401,900,0.4,TRUE
18402,900,0.43,FALSE
18403,1300,0.26,FALSE
18404,900,0.49,TRUE
18405,1000,0.53,FALSE
18406,900,0.59,FALSE
18407,900,0.26,FALSE
18408,900,0.47,TRUE
18409,900,0.4,FALSE
18410,900,0.46,TRUE
18411,900,0.32,FALSE
18412,900,0.34,FALSE
18413,1000,0.5,TRUE
18414,900,0.2,FALSE
18415,1200,0.44,FALSE
18416,1100,0.27,FALSE
18417,1000,0.47,FALSE
18418,1000,0.3,FALSE
18419,900,0.46,FALSE
18420,900,0.37,FALSE
18421,1400,0.53,FALSE
18422,1300,0.42,FALSE
18423,600,0.41,FALSE
18424,1000,0.35,FALSE
18425,1300,0.41,TRUE
18426,800,0.33,FALSE
18427,1300,0.47,FALSE
18428,1100,0.44,FALSE
18429,900,0.24,FALSE
18430,900,0.19,FALSE
18431,900,0.21,FALSE
18432,1300,0.4,TRUE
18433,1400,0.42,FALSE
18434,1300,0.34,FALSE
18435,900,0.9,FALSE
18436,900,0.23,FALSE
18437,1000,0.45,FALSE
18438,900,0.35,FALSE
18439,1300,0.23,FALSE
18440,1100,0.52,FALSE
18441,900,0.34,FALSE
18442,900,0.56,FALSE
18443,1000,0.33,FALSE
18444,1100,0.3,FALSE
18445,1300,0.47,FALSE
18446,900,0.32,FALSE
18447,600,0.42,FALSE
18448,700,0.18,FALSE
18449,1500,0.6,FALSE
18450,900,0.49,FALSE
18451,900,0.58,FALSE
18452,900,0.34,FALSE
18453,1100,0.45,TRUE
18454,1300,0.29,FALSE
18455,1300,0.28,TRUE
18456,1300,0.43,FALSE
18457,1300,0.23,FALSE
18458,900,0.24,FALSE
18459,900,0.28,FALSE
18460,900,0.2,FALSE
18461,1400,0.47,FALSE
18462,1000,0.61,FALSE
18463,1300,0.43,FALSE
18464,1000,0.32,TRUE
18465,900,0.6,FALSE
18466,1300,0.52,FALSE
18467,1000,0.25,FALSE
18468,1300,0.46,FALSE
18469,700,0.3,FALSE
18470,900,0.39,FALSE
18471,1000,0.42,FALSE
18472,900,0.45,FALSE
18473,900,0.22,FALSE
18474,1300,0.47,TRUE
18475,1300,0.45,FALSE
18476,900,0.24,FALSE
18477,1000,0.35,FALSE
18478,1100,0.47,FALSE
18479,1200,0.29,FALSE
18480,1200,0.4,FALSE
18481,1000,0.54,FALSE
18482,1000,0.37,TRUE
18483,1000,0.31,FALSE
18484,1100,0.31,FALSE
18485,1200,0.42,FALSE
18486,1100,0.52,FALSE
18487,900,0.2,FALSE
18488,900,0.37,FALSE
18489,500,0.39,FALSE
18490,900,0.31,FALSE
18491,900,0.38,TRUE
18492,900,0.19,FALSE
18493,1300,0.29,FALSE
18494,800,0.25,FALSE
18495,1200,0.46,FALSE
18496,1300,0.45,FALSE
18497,600,0.34,FALSE
18498,900,0.29,FALSE
18499,1200,0.29,FALSE
18500,900,0.35,FALSE
18501,900,0.23,FALSE
18502,900,0.33,FALSE
18503,900,0.2,FALSE
18504,1000,0.47,FALSE
18505,1000,0.75,FALSE
18506,900,0.21,FALSE
18507,1400,0.28,FALSE
18508,900,0.34,FALSE
18509,900,0.46,FALSE
18510,900,0.34,FALSE
18511,900,0.3,FALSE
18512,1300,0.23,FALSE
18513,1000,0.33,TRUE
18514,900,0.47,FALSE
18515,1000,0.31,FALSE
18516,1000,0.49,FALSE
18517,1000,0.48,TRUE
18518,1000,0.21,FALSE
18519,900,0.31,FALSE
18520,700,0.25,FALSE
18521,900,0.19,FALSE
18522,900,0.47,FALSE
18523,1000,0.44,FALSE
18524,1000,0.36,FALSE
18525,900,0.35,FALSE
18526,1100,0.35,FALSE
18527,1300,0.51,FALSE
18528,900,0.49,TRUE
18529,400,0.56,FALSE
18530,500,0.19,FALSE
18531,900,0.31,TRUE
18532,600,0.6,FALSE
18533,900,0.37,FALSE
18534,1000,0.5,FALSE
18535,900,0.36,FALSE
18536,1000,0.59,FALSE
18537,1000,0.44,FALSE
18538,600,0.32,FALSE
18539,1000,0.62,FALSE
18540,900,0.5,FALSE
18541,900,0.58,FALSE
18542,1000,0.46,FALSE
18543,1000,0.47,FALSE
18544,1100,0.51,FALSE
18545,1000,0.35,FALSE
18546,1300,0.39,FALSE
18547,1000,0.28,FALSE
18548,900,0.43,FALSE
18549,900,0.3,FALSE
18550,500,0.46,FALSE
18551,1300,0.34,FALSE
18552,900,0.28,FALSE
18553,500,0.25,FALSE
18554,1100,0.58,FALSE
18555,1000,0.4,FALSE
18556,900,0.27,FALSE
18557,1000,0.28,TRUE
18558,1400,0.51,FALSE
18559,900,0.23,FALSE
18560,1000,0.27,FALSE
18561,1000,0.37,FALSE
18562,1300,0.24,FALSE
18563,1300,0.29,TRUE
18564,1000,0.31,FALSE
18565,900,0.41,FALSE
18566,800,0.52,FALSE
18567,1400,0.48,FALSE
18568,1000,0.3,TRUE
18569,1500,0.4,FALSE
18570,500,0.59,TRUE
18571,1100,0.31,FALSE
18572,900,0.5,FALSE
18573,1000,0.34,FALSE
18574,1300,0.31,FALSE
18575,1400,0.4,FALSE
18576,1000,0.41,FALSE
18577,1000,0.38,FALSE
18578,1300,0.23,FALSE
18579,1100,0.46,FALSE
18580,900,0.27,FALSE
18581,1000,0.48,FALSE
18582,900,0.25,FALSE
18583,900,0.2,FALSE
18584,1000,0.23,FALSE
18585,1000,0.5,FALSE
18586,1000,0.27,FALSE
18587,500,0.44,FALSE
18588,1300,0.52,TRUE
18589,1000,0.36,FALSE
18590,1000,0.37,FALSE
18591,1300,0.43,FALSE
18592,1300,0.31,FALSE
18593,1300,0.28,TRUE
18594,900,0.31,TRUE
18595,1200,0.24,FALSE
18596,900,0.42,FALSE
18597,900,0.3,FALSE
18598,700,0.27,FALSE
18599,1300,0.24,FALSE
18600,1000,0.59,FALSE
18601,1300,0.23,FALSE
18602,1300,0.27,FALSE
18603,900,0.35,FALSE
18604,900,0.6,FALSE
18605,1400,0.46,TRUE
18606,1300,0.39,FALSE
18607,1000,0.64,FALSE
18608,1000,0.21,FALSE
18609,1400,0.29,TRUE
18610,1000,0.45,FALSE
18611,900,0.29,FALSE
18612,1000,0.24,FALSE
18613,1300,0.3,FALSE
18614,900,0.33,FALSE
18615,1000,0.53,FALSE
18616,1300,0.46,TRUE
18617,1600,0.28,FALSE
18618,900,0.57,FALSE
18619,1000,0.2,FALSE
18620,1000,0.27,FALSE
18621,900,0.41,TRUE
18622,900,0.54,FALSE
18623,1300,0.31,FALSE
18624,1000,0.34,FALSE
18625,1000,0.63,FALSE
18626,1000,0.27,FALSE
18627,1300,0.43,FALSE
18628,600,0.51,FALSE
18629,400,0.52,FALSE
18630,900,0.43,TRUE
18631,1000,0.83,FALSE
18632,600,0.39,FALSE
18633,1000,0.48,FALSE
18634,600,0.39,FALSE
18635,1100,0.29,FALSE
18636,700,0.25,FALSE
18637,900,0.4,FALSE
18638,1000,0.3,FALSE
18639,500,0.42,FALSE
18640,900,0.53,FALSE
18641,900,0.33,FALSE
18642,1300,0.4,TRUE
18643,1000,0.34,FALSE
18644,900,0.44,FALSE
18645,900,0.31,FALSE
18646,500,0.44,FALSE
18647,900,0.21,FALSE
18648,900,0.22,FALSE
18649,1400,0.4,FALSE
18650,900,0.46,FALSE
18651,400,0.41,FALSE
18652,1100,0.42,TRUE
18653,900,0.53,FALSE
18654,900,0.35,TRUE
18655,1100,0.2,FALSE
18656,1000,0.28,FALSE
18657,1300,0.3,FALSE
18658,900,0.5,FALSE
18659,1300,0.49,FALSE
18660,1400,0.4,TRUE
18661,1300,0.33,FALSE
18662,1000,0.32,FALSE
18663,500,0.2,FALSE
18664,900,0.43,FALSE
18665,700,0.42,FALSE
18666,700,0.54,FALSE
18667,900,0.39,FALSE
18668,900,0.6,TRUE
18669,1300,0.25,FALSE
18670,1400,0.52,TRUE
18671,900,0.19,FALSE
18672,1200,0.43,FALSE
18673,1100,0.57,FALSE
18674,1000,0.2,FALSE
18675,1000,0.24,FALSE
18676,400,0.54,FALSE
18677,900,0.5,FALSE
18678,900,0.75,FALSE
18679,1600,0.61,FALSE
18680,1300,0.37,FALSE
18681,900,0.41,FALSE
18682,1000,0.35,FALSE
18683,900,0.24,FALSE
18684,900,0.41,FALSE
18685,900,0.38,FALSE
18686,1200,0.48,FALSE
18687,900,0.66,FALSE
18688,700,0.36,FALSE
18689,900,0.35,FALSE
18690,900,0.57,FALSE
18691,1000,0.33,FALSE
18692,900,0.54,FALSE
18693,1000,0.34,FALSE
18694,900,0.43,FALSE
18695,1300,0.24,FALSE
18696,1300,0.45,FALSE
18697,1400,0.33,FALSE
18698,900,0.34,FALSE
18699,700,0.28,FALSE
18700,1000,0.24,FALSE
18701,900,0.21,FALSE
18702,900,0.43,FALSE
18703,900,0.29,FALSE
18704,600,0.41,FALSE
18705,900,0.6,FALSE
18706,900,0.28,FALSE
18707,900,0.22,FALSE
18708,1300,0.39,FALSE
18709,900,0.27,FALSE
18710,900,0.39,FALSE
18711,1000,0.59,FALSE
18712,1000,0.38,FALSE
18713,1200,0.23,FALSE
18714,1000,0.41,TRUE
18715,900,0.52,TRUE
18716,1300,0.35,FALSE
18717,1000,0.18,FALSE
18718,900,0.26,FALSE
18719,900,0.53,FALSE
18720,1200,0.46,FALSE
18721,900,0.37,FALSE
18722,900,0.35,FALSE
18723,1000,0.39,FALSE
18724,1300,0.55,FALSE
18725,500,0.5,FALSE
18726,1000,0.32,FALSE
18727,1400,0.54,FALSE
18728,900,0.59,FALSE
18729,1200,0.38,FALSE
18730,900,0.38,FALSE
18731,900,0.53,FALSE
18732,1300,0.42,FALSE
18733,900,0.22,FALSE
18734,1000,0.53,FALSE
18735,1000,0.32,FALSE
18736,900,0.34,FALSE
18737,900,0.33,TRUE
18738,900,0.18,FALSE
18739,900,0.43,FALSE
18740,1200,0.46,TRUE
18741,900,0.27,FALSE
18742,1200,0.55,FALSE
18743,1300,0.43,FALSE
18744,700,0.31,FALSE
18745,900,0.26,FALSE
18746,900,0.19,FALSE
18747,1300,0.47,FALSE
18748,1200,0.52,FALSE
18749,900,0.26,FALSE
18750,900,0.55,FALSE
18751,1000,0.46,FALSE
18752,1200,0.44,FALSE
18753,1400,0.58,FALSE
18754,1000,0.34,TRUE
18755,700,0.38,FALSE
18756,1300,0.51,TRUE
18757,1000,0.45,FALSE
18758,900,0.36,FALSE
18759,1100,0.53,FALSE
18760,900,0.9,FALSE
18761,900,0.37,FALSE
18762,1400,0.42,FALSE
18763,1200,0.26,FALSE
18764,1000,0.19,FALSE
18765,900,0.47,FALSE
18766,900,0.21,FALSE
18767,900,0.37,FALSE
18768,1100,0.56,FALSE
18769,900,0.48,FALSE
18770,1400,0.59,FALSE
18771,1300,0.55,FALSE
18772,1400,0.45,FALSE
18773,1200,0.4,FALSE
18774,900,0.57,TRUE
18775,900,0.45,FALSE
18776,700,0.42,FALSE
18777,1000,0.25,FALSE
18778,900,0.36,TRUE
18779,1000,0.47,FALSE
18780,1300,0.32,FALSE
18781,900,0.61,TRUE
18782,1000,0.56,TRUE
18783,1000,0.3,FALSE
18784,1000,0.56,FALSE
18785,1300,0.35,FALSE
18786,1300,0.3,FALSE
18787,1300,0.5,FALSE
18788,1100,0.23,TRUE
18789,1000,0.29,FALSE
18790,900,0.51,FALSE
18791,1300,0.27,FALSE
18792,1300,0.39,FALSE
18793,600,0.51,FALSE
18794,1300,0.22,FALSE
18795,700,0.26,FALSE
18796,900,0.33,FALSE
18797,900,0.29,FALSE
18798,900,0.28,FALSE
18799,900,0.6,FALSE
18800,900,0.31,FALSE
18801,900,0.51,FALSE
18802,1000,0.43,TRUE
18803,900,0.42,FALSE
18804,1400,0.26,FALSE
18805,1300,0.35,FALSE
18806,900,0.61,FALSE
18807,900,0.23,FALSE
18808,900,0.23,FALSE
18809,900,0.53,FALSE
18810,800,0.26,FALSE
18811,900,0.41,FALSE
18812,900,0.48,FALSE
18813,1400,0.35,FALSE
18814,1300,0.33,FALSE
18815,1400,0.67,FALSE
18816,900,0.59,FALSE
18817,1000,0.31,FALSE
18818,1300,0.47,FALSE
18819,1100,0.22,FALSE
18820,1300,0.46,FALSE
18821,900,0.34,FALSE
18822,900,0.28,FALSE
18823,900,0.22,FALSE
18824,500,0.33,FALSE
18825,1300,0.39,FALSE
18826,900,0.36,FALSE
18827,900,0.47,FALSE
18828,900,0.3,FALSE
18829,1400,0.52,FALSE
18830,900,0.55,FALSE
18831,1000,0.38,FALSE
18832,900,0.28,FALSE
18833,900,0.53,FALSE
18834,1100,0.64,FALSE
18835,900,0.24,FALSE
18836,900,0.35,FALSE
18837,900,0.41,FALSE
18838,1300,0.33,FALSE
18839,1000,0.28,FALSE
18840,900,0.25,FALSE
18841,1000,0.54,FALSE
18842,600,0.17,FALSE
18843,1000,0.31,FALSE
18844,1000,0.21,FALSE
18845,900,0.65,FALSE
18846,1300,0.26,FALSE
18847,800,0.25,FALSE
18848,900,0.48,FALSE
18849,700,0.34,FALSE
18850,1000,0.33,FALSE
18851,900,0.58,FALSE
18852,1300,0.52,FALSE
18853,900,0.47,FALSE
18854,1300,0.45,FALSE
18855,900,0.33,FALSE
18856,1300,0.43,FALSE
18857,1300,0.24,FALSE
18858,1400,0.33,FALSE
18859,900,0.61,FALSE
18860,1000,0.28,FALSE
18861,1000,0.26,FALSE
18862,900,0.24,FALSE
18863,1000,0.32,FALSE
18864,1300,0.27,FALSE
18865,900,0.52,FALSE
18866,900,0.65,FALSE
18867,900,0.4,FALSE
18868,900,0.26,FALSE
18869,1000,0.28,FALSE
18870,900,0.27,FALSE
18871,900,0.53,FALSE
18872,900,0.52,FALSE
18873,900,0.42,FALSE
18874,900,0.66,FALSE
18875,700,0.41,FALSE
18876,1100,0.4,FALSE
18877,1000,0.43,FALSE
18878,900,0.25,FALSE
18879,900,0.34,FALSE
18880,1200,0.64,FALSE
18881,900,0.36,FALSE
18882,900,0.27,FALSE
18883,900,0.19,FALSE
18884,900,0.63,FALSE
18885,1400,0.39,FALSE
18886,900,0.6,FALSE
18887,900,0.4,FALSE
18888,600,0.51,FALSE
18889,1000,0.36,FALSE
18890,900,0.32,FALSE
18891,1000,0.39,FALSE
18892,1000,0.26,FALSE
18893,900,0.38,FALSE
18894,900,0.72,FALSE
18895,500,0.29,FALSE
18896,900,0.33,FALSE
18897,1000,0.31,FALSE
18898,1000,0.24,FALSE
18899,1000,0.21,FALSE
18900,1000,0.27,FALSE
18901,200,0.56,FALSE
18902,1200,0.27,FALSE
18903,400,0.48,FALSE
18904,1000,0.23,FALSE
18905,1400,0.48,FALSE
18906,1100,0.42,FALSE
18907,900,0.32,FALSE
18908,900,0.38,FALSE
18909,900,0.34,FALSE
18910,1000,0.19,FALSE
18911,900,0.55,FALSE
18912,900,0.44,FALSE
18913,1000,0.4,FALSE
18914,1200,0.57,FALSE
18915,1000,0.4,FALSE
18916,1000,0.23,FALSE
18917,900,0.63,FALSE
18918,600,0.18,FALSE
18919,400,0.4,FALSE
18920,1000,0.36,FALSE
18921,1100,0.23,FALSE
18922,900,0.27,FALSE
18923,1000,0.2,FALSE
18924,1200,0.45,FALSE
18925,700,0.48,FALSE
18926,900,0.27,FALSE
18927,1300,0.32,FALSE
18928,1400,0.53,FALSE
18929,1400,0.44,TRUE
18930,1000,0.23,FALSE
18931,1300,0.26,FALSE
18932,400,0.52,FALSE
18933,1000,0.36,FALSE
18934,1000,0.22,FALSE
18935,1000,0.2,FALSE
18936,900,0.2,FALSE
18937,900,0.22,FALSE
18938,1100,0.36,FALSE
18939,1200,0.4,FALSE
18940,1300,0.32,FALSE
18941,400,0.61,FALSE
18942,900,0.3,FALSE
18943,1300,0.69,FALSE
18944,1000,0.43,FALSE
18945,1100,0.37,FALSE
18946,1000,0.64,FALSE
18947,1300,0.39,FALSE
18948,900,0.3,FALSE
18949,900,0.36,FALSE
18950,1300,0.41,FALSE
18951,1400,0.6,FALSE
18952,1200,0.27,FALSE
18953,400,0.34,FALSE
18954,900,0.43,FALSE
18955,1300,0.41,FALSE
18956,900,0.41,FALSE
18957,600,0.6,FALSE
18958,1000,0.22,FALSE
18959,900,0.26,FALSE
18960,1000,0.3,FALSE
18961,1600,0.32,FALSE
18962,900,0.25,FALSE
18963,900,0.27,FALSE
18964,1300,0.44,FALSE
18965,1300,0.48,FALSE
18966,900,0.51,FALSE
18967,1400,0.36,FALSE
18968,1400,0.42,FALSE
18969,900,0.5,FALSE
18970,1300,0.48,FALSE
18971,900,0.55,FALSE
18972,1300,0.24,FALSE
18973,900,0.46,FALSE
18974,500,0.4,FALSE
18975,900,0.22,FALSE
18976,1000,0.45,FALSE
18977,900,0.39,FALSE
18978,1000,0.22,FALSE
18979,1000,0.22,FALSE
18980,1000,0.38,FALSE
18981,1400,0.48,FALSE
18982,900,0.55,FALSE
18983,1500,0.48,FALSE
18984,1000,0.4,FALSE
18985,900,0.37,FALSE
18986,1300,0.48,FALSE
18987,1000,0.42,FALSE
18988,900,0.28,FALSE
18989,1200,0.24,FALSE
18990,900,0.35,FALSE
18991,700,0.17,FALSE
18992,900,0.3,FALSE
18993,1000,0.74,FALSE
18994,900,0.29,FALSE
18995,900,0.28,FALSE
18996,1000,0.29,FALSE
18997,900,0.38,FALSE
18998,900,0.46,FALSE
18999,900,0.55,FALSE
19000,900,0.34,FALSE
19001,1300,0.24,FALSE
19002,1000,0.35,FALSE
19003,900,0.32,FALSE
19004,900,0.19,FALSE
19005,1300,0.27,FALSE
19006,900,0.37,FALSE
19007,1400,0.46,FALSE
19008,1000,0.19,FALSE
19009,900,0.21,FALSE
19010,1400,0.51,FALSE
19011,1000,0.52,FALSE
19012,1300,0.42,FALSE
19013,1400,0.4,FALSE
19014,900,0.4,FALSE
19015,600,0.25,FALSE
19016,1100,0.43,FALSE
19017,900,0.36,FALSE
19018,900,0.26,FALSE
19019,1000,0.72,FALSE
19020,1400,0.49,FALSE
19021,900,0.54,FALSE
19022,1000,0.42,FALSE
19023,600,0.23,FALSE
19024,1300,0.49,FALSE
19025,1000,0.33,FALSE
19026,900,0.31,FALSE
19027,800,0.57,FALSE
19028,900,0.38,FALSE
19029,1000,0.45,FALSE
19030,1400,0.39,FALSE
19031,900,0.32,FALSE
19032,1000,0.41,FALSE
19033,1000,0.44,FALSE
19034,1000,0.38,FALSE
19035,1200,0.4,FALSE
19036,1100,0.39,FALSE
19037,900,0.56,FALSE
19038,600,0.43,FALSE
19039,1100,0.38,FALSE
19040,900,0.53,FALSE
19041,900,0.63,FALSE
19042,1400,0.42,FALSE
19043,1000,0.47,FALSE
19044,600,0.49,FALSE
19045,900,0.26,FALSE
